5 Digit NTD ID,ntdid,name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Form Module Type,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,P.O. Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
4R01-40986,4R01-011,Dekalb County Commission,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,Council on Aging,"600 Tyler Avenue, S. E .",Fort Payne,AL,35967,,,4,www.dekalbcountyal.us,,82056599,,,,,,,,,,10,,10,,
4R01-41000,4R01-028,Educational Center for Independence,ECI,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,Washington County Public Transportation,234 Hearn Drive,Chatom,AL,36518,,,4,N/A,,165847831,,,,,,,,,,7,,7,,
4R01-41009,4R01-023,City of Guntersville,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,341 Gunter Avenue,,Guntersville,AL,35976,,,4,N/A,,40662421,,,,,,,,,,4,,4,,
4R01-41076,4R01-025,St. Clair County Commission,SCATS,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,165 5th Ave,Suite 100,Ashville,AL,35953,,397,4,http.//www.stclairco.com,,70515945,,,,,,,,,,10,,10,,
4R01-41084,4R01-007,Alabama Tombigbee Regional Planning Commission,ATRC,,Active,Rural Reporter,Rural General Public Transit,"MPO, COG or Other Planning Agency",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,107 Broad Street,,Camden,AL,36726,,,4,http.//www.atrcregion6.com,,926130972,,,,,,,,,,20,,20,,
4R01-41089,4R01-002,City of Eufaula,EBTA,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,Eufaula/Barbour Transit ,205 East Barbour Street,Eufaula,AL,36027,219,219,4,http.//www.eufaulaalabama.com,,40655953,,,,,,,,,,5,,5,,
4R01-41107,4R01-004,Chilton County Commission,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,508 Enterprise Road,,Clanton,AL,35045,,1245,4,http.//www.chiltoncounty.org,,1016674,,,,,,,,,,9,,9,,
4R01-41118,4R01-017,Birmingham Regional Paratransit Consortium,CLASTRAN,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,CLASTRAN,,Birmingham,AL,35202,386,10386,4,http.//WWW.CLASTRAN.COM,,77792203,,,,,,,,,,7,,7,,
4R01-41123,4R01-019,Lawrence County Aging-Rural Transit System ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,14980 Court Street,,Moulton,AL,35650,,305,4,N/A,,27570451,,,,,,,,,,9,,9,,
4R01-41125,4R01-009,Covington Area Transit System,CATS,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,274 Hillcrest  Drive,Mailbox No. 14,Andalusia,AL,36420,,,4,http://www.covcounty.com/departments/#cats,,75457721,,,,,,,,,,4,,4,,
4R01-41129,4R01-030,Pike Area Transit System,PATS,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,City of Troy,,Troy,AL,36081,5049,549,4,http.//www.troyalabama.gov,,86542115,,,,,,,,,,7,,7,,
4R01-41135,4R01-040,Capital Motor LInes/ Colonial Trailways,,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,4R01,Alabama Department of Transportation,Intercity Bus,09/30/2015,1/31/2016,520 N. Court Street,N/A,Montgomery,AL,36109,,N/A,4,N/A,,4401493,,,,,,,,,,,,,,
4R01-41173,4R01-027,Walker County Commission,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,Walker County Public Transportation,,Jasper,AL,35501,,1447,4,http.//WWW.CLASTRAN.COM,,77657856,,,,,,,,,,3,,3,,
4R01-41180,4R01-016,Jackson County Council on Aging,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,146 Rita Williams Drive,,Scottsboro,AL,35769,,,4,N/A,,81386211,,,,,,,,,,9,,9,,
4R01-41188,4R01-026,Area Referral & Informtn Services for the Elderly,ARISE,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,82 Court Square,Suite 102,Alexander City,AL,35010,,,4,N/A,,26039859,,,,,,,,,,5,,5,,
4R01-44926,,West Alabama Rural Public Transportation,WAPT,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R01,Alabama Department of Transportation,Rural General Public Transit,09/30/2015,1/31/2016,WAPT,500 East Washington St.,Demopolis,AL,36732,,,4,N/A,,964390140,,,,,,,,,,40,,40,,
4R01-60208,7R03-038,"Greyhound Lines, Inc.",,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,4R01,Alabama Department of Transportation,Intercity Bus,09/30/2015,1/31/2016,350 N St. Paul Street,,Dallas,TX,75201,,,6,www.greyhound.com,,825063233,,,,,,,,,,,,,,
4R02,4R02,Florida Department of Transportation,,,Active,State Reporter,State,,,,,06/30/2015,10/31/2015,Public Transportation Office,605 Suwannee Street,Tallahassee,FL,32399,450,,4,http://www.dot.state.fl.us/,1001,,0,0,,,,,,,,,,,,
4R02-40207,4R02-042,"Good Wheels, Inc.",Good Wheels,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,10075 Bavaria Road,,Ft. Myers,FL,33913,8515,,4,http://www.goodwheels.org/,,616481073,,,,,,,,,,41,,41,,
4R02-40920,4R02-008,Ride Solution,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1209 Westover Drive,,Palatka,FL,32177,,,4,www.theridesolution.com,,949084743,,,,,,,,,,27,,27,4,0
4R02-40923,4R02-021,Liberty County Board of County Commissioners,Liberty Transit,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Bristol,FL,32321,,730,4,,,24376196,,,,,,,,,,12,,12,,
4R02-40937,4R02-076,RideSolution,,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,4R02,Florida Department of Transportation,Intercity Bus,06/30/2015,10/31/2015,1209 Westover Drive,,Palatka,FL,32177,,,4,,,949084743,,,,,,,,,,,,,,
4R02-40968,4R02-016,Gulf County ARC,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Port St. Joe,FL,32457,8,8,4,www.portstjoefl.com,,21128756,,,,,,,,,,9,,9,,
4R02-40999,4R02-032,Sumter County Board of County Commissioners,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,210 N. Main Street,,Bushnell,FL,33513,,,4,www.sumtercountyfl.gov/transit,,69673853,,,,,,,,,,18,,18,,
4R02-41037,4R02-003,"Suwannee River Economic Council, Inc.",SREC,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Live Oak ,FL,32064,70,70,4,www.srecinc.org,,40207904,,,,,,,,,,15,,15,,
4R02-41050,4R02-005,Suwannee Valley Transit Authority,SVTA,,Active,Rural Reporter,Rural General Public Transit,Independent Public Agency or Authority of Transit Service,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1907 Voyles Street,,Live Oak,FL,32060,,,4,www.ridesvta.com,,83193060,,,,,,,,,,16,,16,,
4R02-41060,4R02-009,City of Key West Department of Transportation,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Key West,FL,33040,,1078,4,www.kwtransit.com/,,79864898,,,,,,,,,,6,,6,,
4R02-41091,4R02-012,"Calhoun County Senior Citizens Association, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Area Agency on Aging,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,16859 NE Cayson Street ,N/A,Blountstown,FL,32424,2209,N/A,4,www.calhouncountyseniors.org,,171125974,,,,,,,,,,13,,13,,
4R02-41095,4R02-075,VPSI,,,Active,Rural Reporter,Rural General Public Transit,Private-For-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,704 East Grand Avenue,,Clermont,FL,34711,,,4,,,809397102,,,,,,,,,,35,,35,35,0
4R02-41114,4R02-007,Nassau Council on Aging,,,Active,Rural Reporter,Rural General Public Transit,Area Agency on Aging,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1367 S. 18th Street,,Fernandina Beach,FL,32034,,,4,http://coanassau.com/,,868599127,,,,,,,,,,18,,18,,
4R02-41148,4R02-023,Wakulla County Transportation,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,33 Michael Drive,,Crawfordville,FL,32326,,,4,www.wakullaseniorcitizens.com,,883366296,,,,,,,,,,9,,9,,
4R02-41153,4R02-011,Big Bend Transit,BBT,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Tallahassee,FL,32302,1721,1721,4,www.bigbendtransit.org,,114328070,,,,,,,,,,70,,70,,
4R02-41157,4R02-035,Citrus County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,2804 W. Marc Knight Ct,Suite B room 129,Lecanto,FL,34461,,,4,www.citruscountyfl.org,,72548563,,,,,,,,,,21,,21,,
4R02-41170,4R02-002,Baker Council on Aging,BCCOA,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,101 E. Macclenny Avenue,N/A,Macclenny,FL,32063,2119,N/A,4,www.bakercoa.org,,603820168,,,,,,,,,,15,,15,,
4R02-41175,4R02-001,A & A Transport,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,55 N. Lake Avenue,,Lake Butler,FL,32054,1733,,4,www.aatransportweb.com,,51432099,,,,,,,,,,8,,8,,
4R02-41184,4R02-006,Levy County Board of County Commissioners,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Bronson,FL,32621,,310,4,www.levycounty.org,,82643511,,,,,,,,,,14,,14,,
4R02-41186,4R02-018,"Tri-County Community Council, Inc",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,302 N. Oklahoma Street,,Bonifay,FL,32425,,,4,www.tricountycommunitycouncil.com,,70865001,,,,,,,,,,39,,39,,
4R02-41194,4R02-039,DeSoto County Board of County Commissioners,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1103 US 27 South,,Sebring,FL,38870,,,4,www.desotobocc.com,,72748981,,,,,,,,,,,22,22,,
4R02-41198,4R02-019,"Jackson County Transportation, Inc.",JTrans.,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Marianna,FL,32446,,1117,4,www.jtrans.org/,,832010099,,,,,,,,,,14,,14,,
4R02-44938,,Central Florida Regional Planning Council,,,Active,Rural Reporter,Rural General Public Transit,"MPO, COG or Other Planning Agency",4R02,Florida Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,555 E. Church Street,,Bartow,FL,33830,,,4,www.cfrpc.org,,141255336,,,,,,,,,,,68,68,,
4R02-60208,7R03-038,"Greyhound Lines, Inc.",,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,4R02,Florida Department of Transportation,Intercity Bus,06/30/2015,10/31/2015,350 N St. Paul Street,,Dallas,TX,75201,,,6,www.greyhound.com,,825063233,,,,,,,,,,,,,,
4R03,4R03,Georgia Department of Transportation,,,Active,State Reporter,State,,,,,06/30/2015,10/31/2015,Division of Intermodal ,"600 West Peachtree Street, NE",Atlanta,GA,30308,,,4,http://www.dot.state.ga.us/,1002,90344248,0,0,,,,,,,,,,,,
4R03-40903,4R03-042,Macon County Transit,MCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,121 S Sumter St,,Oglethrope,GA,31068,297,661,4,http://www.macontransit.org/,,75949354,,,,,,,,,,2,,2,,
4R03-40904,4R03-011,Rabun County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,2832 Old South Highway 441,,Tiger,GA,30576,2229,,4,"www.rabuncounty.ga.gov				",,73423618,,,,,,,,,,5,,5,,
4R03-40905,4R03-035,Three Rivers Regional Commission,COATS,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,120 North Hill Street,,Griffin,GA,30224,818,818,4,www.threeriversrc.com,,179868328,,,,,,,,,,13,,13,,
4R03-40906,4R03-099,Ware County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,800 Church St,Suite 223,Waycross,GA,31501,, ,4,"http://www.warecounty.com/WareCountyTransit.aspx		",,77589752,,,,,,,,,,6,,6,,
4R03-40908,4R03-039,Heard County Transit,HCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"470 Old Field Road	",,Franklin,GA,30217,40,40,4,www.heardcountyga.com,,66472127,,,,,,,,,,2,,2,,
4R03-40910,4R03-043,Peach County Transit,PCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,213 Persons St,,Fort Valley,GA,31030,,,4,www.peachcounty.net,,79377966,,,,,,,,,,3,,3,,
4R03-40912,4R03-055,Crisp County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,210 S. Seventh Street,,Cordele,GA,31015,,,4,"http://www.cityofcordele.com/cart.html			",,82833724,,,,,,,,,,6,,6,,
4R03-40924,4R03-032,Warren County Commission Transit,WCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,521 Main Street,,Warrenton,GA,30828,46,46,4,http://warrencountygeorgia.weebly.com/transit.html,,29671138,,,,,,,,,,4,,4,,
4R03-40925,4R03-044,Pulaski County Transit,PCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,45 S. Lumpkin St,,Hawkinsville,GA,31036,818,,4,http://hawkinsville-pulaski.org/departments/transit/,,26384354,,,,,,,,,,2,,2,,
4R03-40931,4R03-015,Baldwin County Transit,BCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,121 North Wilkinson St,Suite 314,Milledgeville,GA,31061,3368,,4,http://www.baldwincountyga.com/dept-directory/public-transportation/,,79377537,,,,,,,,,,2,,2,,
4R03-40936,4R03-034,Wilkinson County Commission Transit,WCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,100 Bacon St,,Irwinton,GA,31042,161,161,4,http://www.wilkinsoncounty.net,,69219616,,,,,,,,,,3,,3,,
4R03-40940,4R03-064,Tift Transit System,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,225 Tift Ave,Rm. 214,Tifton,GA,31793,826,826,4,http://www.tiftcounty.org,,364632158,,,,,,,,,,2,,2,,
4R03-40945,4R03-028,Putnam County CommissionTransit,PCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,117 Putnam Dr,Suite A,Eatonton,GA,31024,,,4,www.putnamcountyga.us,,10112084,,,,,,,,,,3,,3,,
4R03-40946,4R03-041,Jones County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,166 Industrial Blvd,,Gray,GA,31032,1359,,4,www.jonescountyga.org,,79379640,,,,,,,,,,3,,3,,
4R03-40951,4R03-017,Burke County Transit,BCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Waynesboro,GA,30830,4579,89,4,www.burkecounty-ga.gov,,10107910,,,,,,,,,,9,,9,,
4R03-40956,4R03-019,Dodge County Transit,DCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,407 Anson Avenue,,Eastman,GA,31023,818,818,4,http://www.dodgecountyga.com/,,10105161,,,,,,,,,,4,,4,,
4R03-40961,4R03-025,Lincoln County Transit,LCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Lincolnton,GA,30817,5847,340,4,http://www.lcgagov.org/transit.html,,26374215,,,,,,,,,,4,,4,,
4R03-40964,4R03-054,Cook County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1200 So. Hutchinson Ave,,Adel,GA,31620,,,4,http://www.cookcountyga.us/fyi/transit.htm,,956690846,,,,,,,,,,8,,8,,
4R03-40967,4R03-094,Lowndes County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,327 N. Ashley St,"Office of Engineering, 2nd Floor",Valdosta,GA,31601,,,4,http://www.lowndescounty.com/381/Public-Transit,,30055552,,,,,,,,,,8,,8,,
4R03-40977,4R03-023,Jefferson County Transit,JCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Louisville,GA,30434,4002,658,4,www.jeffersoncountyga.gov,,782189625,,,,,,,,,,5,,5,,
4R03-40985,4R03-001,Banks County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Homer,GA,30547,187,187,4,www.co.banks.ga.us/transit,,83766758,,,,,,,,,,2,,2,,
4R03-40994,4R03-006,Habersham County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"555 Monroe Street, Unit 20",,Clarkesville,GA,30523,7815,,4,www.co.habersham.ga.us,,26371955,,,,,,,,,,2,,2,,
4R03-41001,4R03-122,"Southeastern Stages, Inc.",,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,4R03,Georgia Department of Transportation,Intercity Bus,06/30/2015,10/31/2015,260 University Avenue SW,,Atlanta,GA,30315,,,4,http://www.southeasternstages.com/,,6925317,,,,,,,,,,,,,,
4R03-41007,4R03-080,Dade County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,71 Case Avenue,,Trenton,GA,30752,613,613,4,http://www.dadecounty-ga.gov/dade-county-transit.cfm,,30031462,,,,,,,,,,6,,6,,
4R03-41008,4R03-024,Jenkins County Transit,JCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,833 E. Winthrop Street,,Millen,GA,30442,797,797,4,www.jenkinscountyga.com/,,75927749,,,,,,,,,,2,,2,,
4R03-41012,4R03-077,Chattooga County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,10102 Commerce St,,Summerville,GA,30747,211,211,4,http://chattoogacountyga.com,,39918107,,,,,,,,,,3,,3,,
4R03-41016,4R03-050,Brooks County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,610 S. Highland St,,Quitman,GA,31643,,272,4,http://www.brookscountyga.us/,,56204787,,,,,,,,,,7,,7,,
4R03-41017,4R03-123,Dooly County Transit,HCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,306 Garrett Drive,,Vienna,GA,31092,,,4,http://doolycountyga.com/,,10111730,,,,,,,,,,6,,6,,
4R03-41018,4R03-082,Gilmer County Transit System,M.A.T.S.,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1 Broad Street,Suite 160,Ellijay,GA,30540,,760,4,"http://ngcainc.com/m-a-t-s-transportation/					",,26366898,,,,,,,,,,6,,6,,
4R03-41019,4R03-048,Troup County Transit,TCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1220 Lafayette Parkway,,LaGrange,GA,30240,,,4,www.troupcountyga.org,,30035000,,,,,,,,,,4,,4,,
4R03-41021,4R03-004,Elbert County ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Elberton,GA,30635,493,493,4,www.elbertco.net,,79379160,,,,,,,,,,3,,3,,
4R03-41026,4R03-081,Fannin County  ,M.A.T.S.,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,400 West Main Street,Ste 100,Blue Ridge,GA,30513,,760,4,"http://ngcainc.com/m-a-t-s-transportation/					",,65370132,,,,,,,,,,7,,7,,
4R03-41027,4R03-076,Bartow Transit,BCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,140 Douglas Street,,Cartersville,GA,30120,3273,,4,http://www.bartowga.org,,70331459,,,,,,,,,,9,,9,,
4R03-41033,4R03-100,Towns County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"			",,"Hiawassee					",GA,30546,629,629,4,www.townscountyga.com,,78124179,,,,,,,,,,3,,3,,
4R03-41035,4R03-092,City of Cedartown,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,201 East Avenue,,Cedartown,GA,30125,,,4,http://www.cedartowngeorgia.gov/cedartown-transit-department/,,70327309,,,,,,,,,,1,,1,,
4R03-41036,4R03-065,Turner County ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,208 E. College Ave.,,Ashburn,GA,31714,,,4,http://turnercountygeorgia.com/fyi/transit.html,,70785555,,,,,,,,,,4,,4,,
4R03-41040,4R03-085,Murray County Transportation System,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,820 G.I. Maddox Parkway,,Chatsworth,GA,30705,1129,1129,4,http://www.murraycountyga.org/index.aspx?NID=152,,70329636,,,,,,,,,,8,,8,,
4R03-41041,4R03-021,Greene County Commission Transit,GCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1034 Silver Drive ,Suite 201,Greensboro,GA,30642,1145,,4,http://www.greenecountyga.gov/,,26368977,,,,,,,,,,5,,5,,
4R03-41046,4R03-030,Taliaferro County Board of Commissioners,TCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Crawfordville,GA,30631,114,114,4,www.taliaferrocountyga.org,,626929962,,,,,,,,,,3,,3,,
